School,Enrollment,Identified,Breakfast,Lunch,group,threshold
15902,155.0,39.0,4480.10927419,11570.1399597,2.0,0.640054523863
15928,274.0,19.0,0.0,19082.887559,2.0,0.640054523863
15984,10.9142857143,3.02857142857,717.993145161,741.786290323,2.0,0.640054523863
15987,0.0,0.0,871.948790323,1452.78145161,0.0,0.999044708289
16005,217.0,160.0,18350.1133065,28102.503629,0.0,0.999044708289
16025,118.0,91.0,8107.8641129,17534.1483871,0.0,0.999044708289
16028,161.0,130.0,18427.091129,23602.8,0.0,0.999044708289
16081,314.0,251.0,39640.7794355,45831.1959677,0.0,0.999044708289
16243,251.0,203.0,37726.1310484,37142.4991935,0.0,0.999044708289
16262,380.0,267.0,20133.1995968,42027.0919355,1.0,0.96551615053
16308,344.0,250.0,11918.966129,54190.9875,0.0,0.999044708289
16309,207.0,142.0,18257.7399194,29049.6963466,0.0,0.999044708289
16335,291.0,219.0,15517.3294355,32233.8009997,2.0,0.640054523863
16360,306.0,207.0,15934.4092742,43721.820287,0.0,0.999044708289
16406,210.0,148.0,47433.7342742,54230.1762097,2.0,0.640054523863
16408,210.0,148.0,3732.72459677,4743.23346774,2.0,0.640054523863
16508,391.0,243.0,13766.433871,23470.9497509,2.0,0.640054523863
16627,308.0,207.0,14067.3471774,36736.616129,0.0,0.999044708289
16628,239.0,101.0,13549.496371,23507.7004045,2.0,0.640054523863
16669,233.0,164.0,8571.13064516,5403.1397945,2.0,0.640054523863
16818,333.0,181.0,14306.6782258,48438.685523,1.0,0.96551615053
16824,376.0,222.0,47180.4072581,52092.266597,2.0,0.640054523863
16838,662.0,307.5,62925.8709677,70829.5314884,3.0,0.823338301216
16860,389.0,186.0,70326.9387097,74171.6310484,0.0,0.999044708289
16861,389.0,186.0,20004.4366935,44614.946371,2.0,0.640054523863
16865,256.0,168.0,12422.8209677,11637.8493414,2.0,0.640054523863
16882,639.0,452.0,29593.0741935,72608.2814516,0.0,0.999044708289
16951,90.3720930233,33.1162790698,1907.65040323,0.0,2.0,0.640054523863
16959,196.0,91.0,46.1866935484,2975.54274194,2.0,0.640054523863
17012,254.0,185.0,12294.0580645,32042.3685484,0.0,0.999044708289
17091,330.0,206.0,26672.1157258,51190.2520161,0.0,0.999044708289
17092,459.0,286.0,14036.5560484,73544.6116935,0.0,0.999044708289
17122,561.0,215.0,7107.15241935,26663.7456835,2.0,0.640054523863
17138,592.0,363.0,23914.9100806,68158.9633065,3.0,0.823338301216
17161,376.0,230.0,13563.4923387,39061.2648604,3.0,0.823338301216
17170,277.0,96.0,29727.4354839,28063.1617091,2.0,0.640054523863
17189,1053.0,619.0,28805.1012097,137979.247984,3.0,0.823338301216
17191,187.0,152.0,14984.0830645,26589.5395161,0.0,0.999044708289
17210,548.0,360.0,34980.1221774,67971.4756552,0.0,0.999044708289
17221,353.0,224.0,9960.93024194,35275.8805334,1.0,0.96551615053
17241,545.0,345.0,21615.3725806,67157.7559224,2.0,0.640054523863
17316,497.0,244.0,27986.3370968,55837.3075881,2.0,0.640054523863
17333,237.5,137.5,29373.3375,37934.6709677,0.0,0.999044708289
17357,421.0,250.0,44465.1895161,52821.5857303,0.0,0.999044708289
17375,429.0,287.0,25444.6693548,59600.4290323,0.0,0.999044708289
17382,420.0,206.0,6628.49032258,32048.7542087,2.0,0.640054523863
17397,210.0,123.0,24372.5782258,30982.8737903,0.0,0.999044708289
17398,333.0,268.0,50915.9310484,53407.2133065,0.0,0.999044708289
17399,470.0,303.0,25535.6431452,64851.9979483,0.0,0.999044708289
17408,196.0,75.0,951.725806452,7477.50890931,2.0,0.640054523863
17433,237.5,137.5,7853.1375,14816.5426733,2.0,0.640054523863
17467,193.0,86.0,9.79717741935,10445.4044718,2.0,0.640054523863
17515,543.0,203.0,7527.03145161,29826.6201298,2.0,0.640054523863
17528,206.0,86.0,3897.87701613,12583.0387263,2.0,0.640054523863
17531,360.0,155.0,5748.14395161,15213.5476485,2.0,0.640054523863
17532,473.0,336.0,25549.6391129,58105.0517717,0.0,0.999044708289
17533,224.0,111.0,4333.1516129,12150.7676527,2.0,0.640054523863
17536,433.0,229.0,3374.42782258,18043.329017,2.0,0.640054523863
17538,1217.0,381.0,8548.73709677,35774.7373155,2.0,0.640054523863
17540,313.0,188.0,6600.4983871,17551.0286219,2.0,0.640054523863
17541,385.0,181.0,3207.87580645,8497.87145927,2.0,0.640054523863
17546,452.0,209.0,8308.00645161,19598.8675926,2.0,0.640054523863
17547,383.0,192.0,5466.825,20857.2438039,2.0,0.640054523863
17549,1201.0,532.0,49076.8608871,90678.000055,2.0,0.640054523863
17551,381.0,231.0,5128.12258065,25005.0893318,2.0,0.640054523863
17558,242.0,147.0,4174.99717742,17690.2985456,2.0,0.640054523863
17573,97.0,50.0,172.150403226,6606.93653226,2.0,0.640054523863
17663,0.0,0.0,2144.18225806,3857.28870968,0.0,0.999044708289
17692,331.0,187.0,23651.7858871,37634.1171468,0.0,0.999044708289
17805,381.0,164.0,18406.0971774,39125.6936861,2.0,0.640054523863
17834,163.0,90.0,12830.103629,41090.7616935,0.0,0.999044708289
17845,365.0,165.0,3247.06451613,21019.5703191,2.0,0.640054523863
17847,0.0,0.0,1699.11048387,2606.04919355,0.0,0.999044708289
17850,508.0,301.0,29303.3576613,55432.6295414,1.0,0.96551615053
17853,116.0,38.0,16581.0229839,16772.5262186,0.0,0.999044708289
17854,339.0,137.666666667,11044.2181452,39062.7459677,2.0,0.640054523863
17858,520.0,249.0,25160.5512097,45277.7181121,2.0,0.640054523863
17876,65.0,32.0,6642.48629032,8547.92533065,0.0,0.999044708289
17879,339.0,137.666666667,52042.6064516,63358.346371,0.0,0.999044708289
17880,339.0,137.666666667,13725.8455645,55419.8334677,0.0,0.999044708289
17882,421.0,250.0,5861.51129032,35220.0228291,2.0,0.640054523863
17884,31.6666666667,21.2666666667,1333.81572581,3106.41447157,0.0,0.999044708289
17886,146.0,73.0,8702.69274194,17809.2813346,0.0,0.999044708289
17912,662.0,307.5,21816.9145161,46479.2092742,2.0,0.640054523863
17941,403.0,206.0,49253.2100806,48673.7770161,0.0,0.999044708289
17947,247.0,66.0,4211.38669355,18468.4958669,3.0,0.823338301216
17951,261.0,70.0,3981.85282258,29378.4834922,2.0,0.640054523863
17956,374.0,156.0,23888.3177419,43126.0035426,3.0,0.823338301216
17970,77.0,31.0,1766.29112903,12227.9404042,3.0,0.823338301216
17973,90.3720930233,33.1162790698,1256.83790323,1255.43830645,2.0,0.640054523863
17981,137.0,24.0,4348.54717742,15135.9070161,2.0,0.640054523863
17982,0.0,0.0,2331.72822581,3812.5016129,0.0,0.999044708289
17984,10.9142857143,3.02857142857,734.788306452,751.278605078,2.0,0.640054523863
17985,10.9142857143,3.02857142857,474.463306452,341.986621686,2.0,0.640054523863
18002,42.0,19.0,4540.29193548,3805.60730287,0.0,0.999044708289
18035,416.333333333,148.0,8608.91975806,21434.8245968,2.0,0.640054523863
18066,793.0,295.0,32886.3254032,92087.7010642,2.0,0.640054523863
18135,308.5,171.0,24960.408871,64772.168936,0.0,0.999044708289
18208,448.0,229.0,23462.8403226,59964.3241935,0.0,0.999044708289
18233,494.0,239.0,47503.7141129,68024.4006353,0.0,0.999044708289
18235,416.333333333,148.0,19693.7262097,75293.1987912,3.0,0.823338301216
18244,561.0,281.0,30782.7314516,72418.9175294,0.0,0.999044708289
18268,417.0,244.0,30624.5770161,54912.9049289,1.0,0.96551615053
18272,489.0,359.0,55285.4721774,66841.9427419,0.0,0.999044708289
18276,671.0,300.0,79860.9919355,89441.2318548,0.0,0.999044708289
18279,460.0,219.0,25215.1354839,63586.4806452,1.0,0.96551615053
18379,258.0,115.0,35306.2282258,30680.4454031,3.0,0.823338301216
18517,361.333333333,185.333333333,31036.0584677,20533.8230196,2.0,0.640054523863
18564,715.0,289.0,13248.5830645,44131.578634,2.0,0.640054523863
18566,220.0,104.0,5918.89475806,12152.6331842,2.0,0.640054523863
18567,362.0,190.0,48484.8314516,10030.6622354,2.0,0.640054523863
18569,371.0,169.0,4131.60967742,14381.7031814,2.0,0.640054523863
18573,202.0,110.0,12720.9350806,20558.7051959,3.0,0.823338301216
18576,316.0,154.0,9626.4266129,21301.0114819,2.0,0.640054523863
18578,182.0,102.0,12559.9814516,3842.37576474,2.0,0.640054523863
18589,169.0,95.0,201.541935484,11308.7419355,2.0,0.640054523863
18617,287.0,118.0,3781.71048387,15538.4905031,2.0,0.640054523863
18624,335.0,131.0,15531.3254032,47472.9229839,0.0,0.999044708289
18629,344.0,134.0,19987.6415323,19887.7961043,2.0,0.640054523863
18633,421.0,183.0,7361.87903226,36429.6491236,2.0,0.640054523863
18635,416.333333333,148.0,21865.9004032,42074.6782258,2.0,0.640054523863
18636,214.0,90.0,4303.76008065,14533.0886064,3.0,0.823338301216
18637,273.0,125.0,7157.53790323,24839.0082302,2.0,0.640054523863
18642,303.0,133.0,3564.77298387,19134.2824973,2.0,0.640054523863
18645,291.5,91.0,1938.44153226,3525.82981749,2.0,0.640054523863
18808,214.0,90.0,27257.1471774,44321.0310484,0.0,0.999044708289
18816,1273.0,574.0,68949.7354839,105807.066835,2.0,0.640054523863
18824,335.0,131.0,45959.958871,57355.4758065,0.0,0.999044708289
18835,308.5,171.0,14333.2705645,25996.1104839,2.0,0.640054523863
18879,258.0,115.0,17881.2483871,21103.1201613,2.0,0.640054523863
18883,371.0,150.0,18301.1274194,63246.378629,0.0,0.999044708289
18892,277.0,83.0,16627.2096774,44094.9166468,1.0,0.96551615053
18901,412.0,68.0,3366.03024194,45450.8555444,2.0,0.640054523863
18910,134.0,28.0,4351.34637097,14941.3549899,3.0,0.823338301216
18912,273.0,47.0,14476.0294355,26412.0268024,2.0,0.640054523863
18922,190.0,63.0,167.951612903,5117.7972535,2.0,0.640054523863
18924,90.3720930233,33.1162790698,205.740725806,750.92178377,2.0,0.640054523863
18936,312.0,162.0,37246.0693548,46987.2629032,0.0,0.999044708289
18951,147.0,24.0,2624.24395161,14799.0966333,2.0,0.640054523863
18961,224.0,31.0,5000.75927419,25108.4121134,2.0,0.640054523863
19007,910.0,539.0,113368.738306,119428.992339,0.0,0.999044708289
19013,493.0,379.0,30968.8778226,58472.3540323,1.0,0.96551615053
19089,458.0,309.0,38325.1584677,70104.4028226,0.0,0.999044708289
19149,364.0,271.0,24497.1423387,92300.6080645,0.0,0.999044708289
19158,618.0,490.0,93868.1564516,91563.0205645,0.0,0.999044708289
19190,178.0,126.0,15599.9056452,24800.8548387,0.0,0.999044708289
19202,506.0,386.0,19825.2883065,59501.0195459,0.0,0.999044708289
19213,332.0,251.0,48001.9705645,50981.7120968,0.0,0.999044708289
19224,448.0,342.0,51855.0604839,57470.2427419,0.0,0.999044708289
19290,534.0,363.0,71137.3052419,58545.1330645,0.0,0.999044708289
19293,302.0,158.666666667,1976.23064516,11671.9372984,2.0,0.640054523863
19325,230.0,173.0,24088.4600806,33530.1399194,0.0,0.999044708289
19328,269.0,230.0,23233.3064516,40253.8028226,0.0,0.999044708289
19346,633.0,360.0,24544.728629,74084.8560484,0.0,0.999044708289
19395,204.0,148.0,2268.74637097,5227.00746076,2.0,0.640054523863
19404,543.0,299.0,24516.7366935,36414.1770242,2.0,0.640054523863
19422,389.0,214.0,27871.5701613,35898.970622,3.0,0.823338301216
19431,245.0,121.0,0.0,8835.65443548,2.0,0.640054523863
19450,83.0,40.0,12372.4354839,12364.0379032,0.0,0.999044708289
19501,157.0,71.0,61.5822580645,2533.27016129,2.0,0.640054523863
19504,280.0,176.0,871.948790323,10396.3180414,2.0,0.640054523863
19507,463.0,287.0,2141.38306452,13859.1200054,2.0,0.640054523863
19510,253.0,158.0,1031.50282258,8571.02222569,2.0,0.640054523863
19524,503.0,287.0,10516.5701613,28294.2991497,2.0,0.640054523863
19551,798.0,421.0,56902.0064516,74538.511064,0.0,0.999044708289
19552,313.0,187.0,3172.8858871,15519.7589242,2.0,0.640054523863
19561,418.0,265.0,10764.2987903,19100.1362068,2.0,0.640054523863
19567,90.3720930233,33.1162790698,1137.87217742,1067.89233871,2.0,0.640054523863
19577,90.3720930233,33.1162790698,2088.1983871,6775.44798387,2.0,0.640054523863
19583,216.0,90.0,5958.08346774,19776.3024194,3.0,0.823338301216
19618,385.0,196.0,6271.59314516,21346.9294991,2.0,0.640054523863
19639,334.0,181.0,3405.21895161,20808.1730192,2.0,0.640054523863
19645,239.0,140.0,2519.27419355,11228.6356025,2.0,0.640054523863
19649,364.0,271.0,7633.40080645,7706.17983871,2.0,0.640054523863
19659,207.0,116.0,2743.20967742,16119.8378107,3.0,0.823338301216
19677,554.0,399.0,28452.4028226,63747.4342742,0.0,0.999044708289
19680,438.0,248.0,69960.2443548,67695.0955924,0.0,0.999044708289
19683,321.0,181.0,446.471370968,14914.9747219,2.0,0.640054523863
19695,120.5,85.0,97.9717741935,10636.9354839,0.0,0.999044708289
19833,373.5,199.0,60764.8935484,76776.6126979,2.0,0.640054523863
19850,416.0,215.5,17150.658871,41874.6435484,2.0,0.640054523863
19864,236.0,112.0,2176.37298387,13144.4207661,2.0,0.640054523863
19867,301.0,171.0,8764.275,24557.4264975,2.0,0.640054523863
19870,157.0,78.0,22476.1245968,24427.095396,0.0,0.999044708289
19872,385.0,287.0,18203.1556452,56683.6693548,2.0,0.640054523863
19873,229.0,122.0,20737.8254032,34847.1604839,0.0,0.999044708289
19874,373.5,199.0,44493.1814516,46343.4483871,0.0,0.999044708289
19880,416.0,215.5,33108.8612903,62890.7693159,0.0,0.999044708289
19884,10.9142857143,3.02857142857,607.425,617.582469658,2.0,0.640054523863
19887,262.0,157.0,7041.37137097,23300.4870968,3.0,0.823338301216
19888,333.0,172.0,51095.0794355,54090.2165323,0.0,0.999044708289
19908,272.0,90.0,0.0,26785.9774873,2.0,0.640054523863
19946,727.0,209.0,15388.5665323,69436.2809448,2.0,0.640054523863
19950,90.3720930233,33.1162790698,1731.30120968,1738.29919355,2.0,0.640054523863
19973,31.6666666667,21.2666666667,597.627822581,3161.45584677,1.0,0.96551615053
19984,10.9142857143,3.02857142857,752.983064516,771.177822581,2.0,0.640054523863
19985,10.9142857143,3.02857142857,853.754032258,981.463773555,2.0,0.640054523863
19986,10.9142857143,3.02857142857,412.881048387,502.905607234,0.0,0.999044708289
20030,401.0,176.5,12026.7350806,58576.1824788,0.0,0.999044708289
20069,839.0,401.0,52288.9354839,138824.604435,0.0,0.999044708289
20102,1421.0,556.0,33100.4637097,157657.368389,2.0,0.640054523863
20104,640.0,198.0,23562.2116935,97550.7983344,2.0,0.640054523863
20127,526.0,205.0,19616.7483871,57478.2421614,2.0,0.640054523863
20163,610.0,335.0,20923.9717742,87028.1847573,3.0,0.823338301216
20170,1074.0,603.0,71348.6443548,144348.539567,0.0,0.999044708289
20176,1397.0,715.0,44273.4447581,197757.225864,0.0,0.999044708289
20180,1167.0,632.0,21704.9467742,135600.366515,0.0,0.999044708289
20182,363.0,63.0,14900.1072581,34801.8391899,2.0,0.640054523863
20185,666.0,158.0,17976.4209677,62417.3974597,2.0,0.640054523863
20200,1292.0,635.0,24066.0665323,125053.10386,2.0,0.640054523863
20204,1178.0,453.0,110716.502419,152392.839681,0.0,0.999044708289
20229,1244.0,304.0,22641.2770161,134987.650565,2.0,0.640054523863
20264,503.0,213.0,41404.271371,56600.6983335,1.0,0.96551615053
20286,580.0,48.0,11930.1629032,37810.6712084,2.0,0.640054523863
20310,424.0,287.0,14774.1435484,70377.0073357,0.0,0.999044708289
20314,1096.0,857.0,50689.196371,116093.056114,2.0,0.640054523863
20503,1243.0,633.0,6687.2733871,79555.7522424,2.0,0.640054523863
20506,832.0,530.0,53058.7137097,99266.4012097,0.0,0.999044708289
20517,4416.0,1889.0,46782.9217742,216959.577377,2.0,0.640054523863
20519,3099.0,1547.0,78742.7141129,224939.554196,2.0,0.640054523863
20535,3580.0,1702.0,24214.4237903,190546.075446,2.0,0.640054523863
20609,548.0,330.0,9731.39637097,38139.7118952,2.0,0.640054523863
20648,569.0,221.0,57195.9217742,71266.3730951,3.0,0.823338301216
20658,222.0,87.0,18.1947580645,2460.29431074,2.0,0.640054523863
20815,640.0,198.0,17135.2633065,28851.6020984,2.0,0.640054523863
20830,401.0,176.5,8912.63225806,26230.3100453,2.0,0.640054523863
20851,227.0,17.0,11980.5483871,12010.0954301,2.0,0.640054523863
20906,196.0,49.0,4002.84677419,9671.21370968,2.0,0.640054523863
20971,375.0,190.0,52322.5258065,48005.5411732,0.0,0.999044708289
20984,10.9142857143,3.02857142857,713.794354839,687.202016129,0.0,0.999044708289
21031,165.0,57.0,19338.228629,19318.6342742,0.0,0.999044708289
21100,767.0,233.0,20390.7254032,72414.3552771,2.0,0.640054523863
21128,457.0,228.0,15191.2233871,63524.7873976,0.0,0.999044708289
21168,631.0,266.0,13914.791129,41866.4950664,2.0,0.640054523863
21199,525.0,299.0,17850.4572581,75239.6102473,0.0,0.999044708289
21209,717.0,325.0,29345.3455645,92436.603902,2.0,0.640054523863
21212,682.0,447.0,38136.2129032,93161.2154556,0.0,0.999044708289
21215,901.0,416.0,32977.2991935,100231.460893,0.0,0.999044708289
21216,730.0,301.0,30845.7133065,80157.4731855,2.0,0.640054523863
21226,1022.0,556.0,43626.8310484,124668.758726,2.0,0.640054523863
21280,909.0,429.0,6923.80524194,37514.0819061,2.0,0.640054523863
21329,440.0,347.0,28826.0951613,60680.9177419,0.0,0.999044708289
21348,261.0,146.0,4184.79435484,19324.785502,2.0,0.640054523863
21411,220.0,77.0,2.79919354839,2480.08548387,3.0,0.823338301216
21501,1977.0,953.0,17777.6782258,91279.6242586,2.0,0.640054523863
21506,2252.0,1129.0,36668.0358871,134771.821265,2.0,0.640054523863
21528,191.0,115.0,5214.89758065,6688.67298387,2.0,0.640054523863
21531,355.0,216.0,13653.0665323,44379.5760583,1.0,0.96551615053
21550,1018.0,211.0,17851.8568548,44368.563044,2.0,0.640054523863
21559,488.0,257.0,16961.7133065,31530.0049141,2.0,0.640054523863
21560,285.0,155.0,3402.41975806,19068.0844848,2.0,0.640054523863
21565,3781.0,1696.0,72118.4225806,149948.695107,2.0,0.640054523863
21572,315.0,157.0,7123.94758065,20638.4705629,2.0,0.640054523863
21951,90.3720930233,33.1162790698,1794.28306452,4587.4657266,2.0,0.640054523863
21984,0.0,0.0,2576.65766129,2727.8141129,0.0,0.999044708289
22052,852.0,376.0,50491.8532258,102669.783466,0.0,0.999044708289
22109,692.0,409.0,42676.5048387,82970.8959677,2.0,0.640054523863
22122,643.5,148.0,10004.3177419,31685.0767306,2.0,0.640054523863
22139,974.0,540.0,30108.1258065,83443.5268844,2.0,0.640054523863
22193,796.0,320.0,42931.2314516,95536.6640828,3.0,0.823338301216
22195,476.0,71.0,14182.1141129,45126.4989919,2.0,0.640054523863
22198,428.0,246.0,44764.7032258,57920.1182812,0.0,0.999044708289
22206,1489.0,553.0,35320.2241935,175084.418258,2.0,0.640054523863
22207,643.5,148.0,24042.2733871,89188.4348499,2.0,0.640054523863
22222,918.0,247.0,28548.975,81384.5423602,2.0,0.640054523863
22236,549.0,127.0,16415.8705645,43410.8648203,2.0,0.640054523863
22245,305.0,187.0,32087.1556452,49187.4290323,0.0,0.999044708289
22254,791.0,258.0,33281.0116935,90986.1576399,2.0,0.640054523863
22255,951.0,477.0,26747.6939516,102708.317899,2.0,0.640054523863
22277,435.0,94.0,16012.7866935,37297.7488055,2.0,0.640054523863
22312,833.0,222.0,25286.5149194,74986.7374849,2.0,0.640054523863
22315,665.0,434.0,33190.0379032,82466.8253267,0.0,0.999044708289
22527,3330.0,1264.0,40820.6395161,142068.434035,2.0,0.640054523863
22533,3956.0,1501.0,66125.3491935,67458.6020815,2.0,0.640054523863
22580,307.0,98.5,0.0,3331.04032258,2.0,0.640054523863
22611,432.0,198.0,4649.46048387,23397.7727941,2.0,0.640054523863
22630,194.0,93.0,92.3733870968,4958.79794559,2.0,0.640054523863
22833,96.0,37.0,7088.95766129,8042.31208944,2.0,0.640054523863
22838,432.0,171.0,10319.2270161,33699.491129,2.0,0.640054523863
22846,473.0,330.0,31546.9112903,64580.2526714,0.0,0.999044708289
22868,208.0,112.0,23121.3387097,29217.0491935,0.0,0.999044708289
22911,279.0,52.0,1685.11451613,23903.1767944,2.0,0.640054523863
22939,367.0,168.0,9192.5516129,30554.9832731,2.0,0.640054523863
22941,113.0,48.0,11441.703629,10335.4603674,3.0,0.823338301216
22942,232.0,32.0,0.0,13315.5859831,2.0,0.640054523863
22949,247.0,13.0,5532.60604839,15173.7284274,2.0,0.640054523863
23041,478.0,416.0,17026.0947581,54645.0907193,2.0,0.640054523863
23137,289.0,208.0,18824.5766129,41614.2108871,0.0,0.999044708289
23150,192.0,164.0,9683.81008065,25800.1669355,2.0,0.640054523863
23155,439.0,350.0,24616.1080645,64573.196371,0.0,0.999044708289
23156,750.0,546.0,47186.0056452,117513.348085,0.0,0.999044708289
23178,361.0,274.0,26410.391129,43274.1326613,0.0,0.999044708289
23184,532.0,428.0,29863.196371,66045.4667088,2.0,0.640054523863
23193,293.0,157.0,2184.77056452,12129.5684824,2.0,0.640054523863
23244,617.0,323.0,25133.958871,55120.253522,2.0,0.640054523863
23263,495.0,377.0,24469.1504032,68551.8093862,0.0,0.999044708289
23284,479.0,397.0,18323.5209677,59128.4037331,0.0,0.999044708289
23298,216.0,192.0,17912.0395161,30466.4225806,2.0,0.640054523863
23327,400.0,310.0,15062.4604839,56308.5774194,0.0,0.999044708289
23401,296.0,255.0,28541.9770161,37314.6495968,2.0,0.640054523863
23446,364.0,281.0,30423.0350806,50150.3516129,1.0,0.96551615053
23557,195.0,114.0,4106.41693548,9476.64132876,2.0,0.640054523863
23568,126.0,66.0,375.091935484,4624.39497801,2.0,0.640054523863
23593,192.0,113.0,4258.97298387,12449.0376252,2.0,0.640054523863
23608,214.0,90.0,10043.5064516,11696.0744122,2.0,0.640054523863
23643,208.0,129.0,4235.17983871,5957.87764469,2.0,0.640054523863
23647,171.0,123.0,135.760887097,6182.01895161,2.0,0.640054523863
23697,305.0,187.0,8053.27983871,22669.5040839,2.0,0.640054523863
23811,392.5,245.0,21096.1221774,51957.1530709,2.0,0.640054523863
23812,302.0,158.666666667,74230.4141129,75865.8956165,0.0,0.999044708289
23813,302.0,158.666666667,18842.771371,48977.4895161,0.0,0.999044708289
23836,327.0,172.0,5301.67258065,39992.0782258,2.0,0.640054523863
23841,392.5,245.0,49955.8076613,69501.0806406,0.0,0.999044708289
23842,506.0,292.5,61923.7596774,72404.9756125,0.0,0.999044708289
23850,325.0,192.0,17448.7729839,37881.4862903,0.0,0.999044708289
23950,90.3720930233,33.1162790698,1388.4,2177.77258065,2.0,0.640054523863
23975,506.0,292.5,18548.8560484,46526.7955645,2.0,0.640054523863
24007,1043.0,418.0,129205.175806,148977.396734,0.0,0.999044708289
24012,1257.0,533.0,41036.1774194,181652.360016,2.0,0.640054523863
24049,1131.0,234.0,18485.8741935,103435.035104,2.0,0.640054523863
24058,1035.0,328.0,30292.8725806,133435.608269,2.0,0.640054523863
24071,824.0,396.0,114328.861694,95683.9961711,0.0,0.999044708289
24087,586.0,196.0,22527.9096774,55445.7340058,2.0,0.640054523863
24088,1028.0,434.0,108964.207258,125986.664561,3.0,0.823338301216
24091,772.0,276.0,86168.9745968,93830.6177253,0.0,0.999044708289
24102,1311.0,468.0,27822.5842742,177717.33889,2.0,0.640054523863
24110,606.0,403.0,65559.9120968,83784.7293457,0.0,0.999044708289
24113,905.0,165.0,22239.5927419,92400.560009,2.0,0.640054523863
24119,1218.0,310.0,14930.8983871,105482.846227,2.0,0.640054523863
24128,487.0,53.5,18877.7612903,64690.1676714,2.0,0.640054523863
24143,853.0,568.5,22127.625,186519.992378,2.0,0.640054523863
24153,1260.0,409.0,45654.8467742,127372.006033,2.0,0.640054523863
24205,310.0,170.5,21425.0274194,26031.8801786,2.0,0.640054523863
24207,963.0,601.0,24407.5681452,124860.096836,1.0,0.96551615053
24211,262.0,170.0,34617.6266129,39337.0669355,0.0,0.999044708289
24224,457.0,174.0,48974.6903226,63869.622846,0.0,0.999044708289
24229,1461.0,480.0,39094.9366935,163427.80707,2.0,0.640054523863
24236,290.0,118.0,1435.98629032,25410.9473359,2.0,0.640054523863
24239,584.0,370.0,37493.7979839,68963.7314516,1.0,0.96551615053
24243,853.0,568.5,36971.7483871,37244.6697581,2.0,0.640054523863
24290,550.0,168.0,58070.6697581,62121.8976075,2.0,0.640054523863
24293,503.0,228.0,8933.62620968,40432.6100144,2.0,0.640054523863
24305,310.0,170.5,49685.6854839,61689.6471256,0.0,0.999044708289
24328,487.0,53.5,4435.32217742,15594.8321069,2.0,0.640054523863
24330,581.0,374.0,66240.116129,71631.2548461,1.0,0.96551615053
24343,302.0,135.0,35714.9104839,34721.0190476,0.0,0.999044708289
24515,1737.0,761.0,42484.7600806,95096.383899,2.0,0.640054523863
24527,1942.0,717.0,19219.2629032,114695.77196,2.0,0.640054523863
24544,253.0,91.0,5108.52822581,9087.33024194,2.0,0.640054523863
24585,1007.0,259.0,19118.4919355,76946.923416,2.0,0.640054523863
24596,467.0,143.0,16193.3346774,42835.9013334,2.0,0.640054523863
24876,90.0,11.0,12316.4516129,6947.5983871,2.0,0.640054523863
24905,169.0,27.0,0.0,17217.7382295,2.0,0.640054523863
24907,241.0,83.0,14546.0092742,20166.7899194,2.0,0.640054523863
24973,356.0,98.0,11247.1596774,32484.9232467,2.0,0.640054523863
24975,157.0,15.0,964.322177419,2800.35987903,2.0,0.640054523863
25020,1355.0,560.0,158395.166129,203199.296421,0.0,0.999044708289
25021,1422.0,538.0,134611.818145,180536.246802,3.0,0.823338301216
25022,913.0,323.0,138501.297581,126394.785484,1.0,0.96551615053
25029,715.0,266.0,72907.7951613,90320.7806778,0.0,0.999044708289
25032,984.0,236.0,105097.121371,118569.966741,2.0,0.640054523863
25079,1088.0,189.0,63295.3645161,119356.273427,2.0,0.640054523863
25107,970.0,311.0,67653.708871,119605.808404,2.0,0.640054523863
25129,1141.0,398.0,126943.427419,152335.106178,3.0,0.823338301216
25154,706.0,272.0,31412.55,87590.0541085,2.0,0.640054523863
25163,700.0,193.0,27201.1633065,101767.557985,2.0,0.640054523863
25164,703.0,198.0,19875.6737903,71185.2678389,2.0,0.640054523863
25165,770.0,280.0,27747.0060484,88561.6899966,2.0,0.640054523863
25169,439.0,46.0,17857.4552419,40958.6712722,2.0,0.640054523863
25184,517.0,98.0,22017.0568548,52719.2706965,2.0,0.640054523863
25193,564.0,78.0,11958.1548387,57066.2800544,2.0,0.640054523863
25200,489.0,149.0,15143.6370968,55595.7341258,2.0,0.640054523863
25209,611.0,78.0,16103.7604839,66456.6881093,2.0,0.640054523863
25214,546.0,176.0,20263.3620968,75345.3764972,2.0,0.640054523863
25219,678.0,218.0,49395.9689516,92523.4428675,2.0,0.640054523863
25240,538.0,201.0,4639.66330645,35668.3193505,2.0,0.640054523863
25241,393.0,123.0,5146.31733871,32737.255467,2.0,0.640054523863
25242,382.0,105.0,28618.9548387,56512.4224227,2.0,0.640054523863
25244,446.0,158.0,21019.1443548,69261.9046756,1.0,0.96551615053
25252,574.0,165.0,6888.81532258,41394.2756834,2.0,0.640054523863
25281,670.0,218.0,7282.10201613,65505.1756925,2.0,0.640054523863
25285,561.0,130.0,3066.51653226,31795.8077796,2.0,0.640054523863
25467,257.0,69.0,0.0,9845.03863047,2.0,0.640054523863
25499,475.0,85.0,31310.3794355,55528.7265935,2.0,0.640054523863
25509,1739.0,706.0,18029.6056452,114447.36049,2.0,0.640054523863
25521,3526.0,1383.0,133704.879435,225391.968131,2.0,0.640054523863
25538,206.5,77.0,312.110080645,7822.01705408,2.0,0.640054523863
25563,429.0,117.0,10660.728629,52693.4189516,0.0,0.999044708289
